Time(s),Position(m),Velocity(m/s)
0.00,2.00,49.00
1.00,51.00,39.20
2.00,90.20,29.40
3.00,119.60,19.60
4.00,139.20,9.80
5.00,149.00,0.00
6.00,149.00,-9.80
7.00,139.20,-19.60
8.00,119.60,-29.40
9.00,90.20,-39.20
10.00,51.00,-49.00
